t (s),V (mV)
184.906,16.2734
185.906,16.258
186.907,16.2403
187.907,16.2248
188.907,16.2104
189.906,16.1949
190.906,16.1795
191.907,16.1626
192.906,16.1464
193.906,16.1301
194.907,16.1153
195.906,16.0996
196.906,16.0834
197.907,16.0666
198.906,16.051
199.906,16.0347
200.906,16.0191
201.906,16.0031
202.906,15.9871
203.907,15.9713
204.906,15.9555
205.906,15.939
206.907,15.9229
207.907,15.9081
208.906,15.8926
209.906,15.8766
210.907,15.8611
211.906,15.8455
212.906,15.8299
213.906,15.8144
214.907,15.7993
215.906,15.7825
216.906,15.7666
217.906,15.7508
218.906,15.736
219.907,15.72
220.907,15.7042
221.906,15.6888
222.906,15.6727
223.906,15.6578
224.907,15.6415
225.907,15.6269
226.906,15.6111
227.906,15.596
228.906,15.5799
229.907,15.5646
230.906,15.549
231.906,15.5332
232.906,15.5174
233.906,15.5028
234.906,15.4862
235.907,15.4696
236.907,15.4556
237.906,15.4403
238.907,15.4243
239.907,15.4081
240.906,15.3942
241.906,15.3783
242.906,15.3625
243.906,15.3472
244.907,15.3304
245.906,15.3165
246.906,15.3007
247.907,15.2826
248.906,15.2672
249.906,15.2529
250.906,15.2383
251.907,15.2213
252.907,15.207
253.906,15.1917
254.906,15.1767
255.906,15.1615
256.907,15.1454
257.907,15.1305
258.907,15.116
259.907,15.1013
260.907,15.0856
261.907,15.0709
262.907,15.0561
263.906,15.0413
264.906,15.0276
265.906,15.0121
266.906,14.9979
267.906,14.9845
268.906,14.969
269.907,14.9531
270.907,14.9386
271.906,14.9245
272.907,14.9093
273.907,14.8942
274.907,14.8794
275.906,14.8634
276.906,14.8508
277.906,14.8358
278.906,14.8212
279.907,14.8062
280.907,14.7908
281.906,14.7774
282.906,14.7614
283.906,14.7377
284.907,14.7237
285.907,14.7147
286.906,14.7034
287.906,14.6915
288.906,14.674
289.906,14.6514
290.906,14.6493
291.907,14.6328
292.907,14.6188
293.906,14.6056
294.906,14.5914
295.907,14.5767
296.907,14.5622
297.906,14.5475
298.907,14.5338
299.907,14.5197
300.906,14.5056
301.906,14.4914
302.906,14.4775
303.907,14.4624
304.907,14.4489
305.906,14.4348
306.906,14.422
307.907,14.4058
308.907,14.3912
309.907,14.3779
310.907,14.3641
311.906,14.3505
312.907,14.3357
313.907,14.3213
314.906,14.3088
315.906,14.2955
316.906,14.2801
317.906,14.2674
318.907,14.2525
319.907,14.2392
320.906,14.226
321.906,14.2126
322.906,14.1993
323.906,14.1856
324.907,14.1718
325.907,14.1587
326.907,14.1449
327.906,14.1315
328.906,14.1176
329.906,14.1041
330.906,14.0902
331.907,14.0759
332.907,14.0629
333.907,14.0489
334.906,14.0354
335.906,14.0211
336.906,14.0081
337.906,13.994
338.906,13.9808
339.906,13.9662
340.907,13.9534
341.907,13.9407
342.906,13.927
343.906,13.9134
344.906,13.8996
345.906,13.886
346.907,13.8729
347.907,13.8588
348.907,13.8448
349.906,13.8316
350.906,13.8185
351.906,13.8044
352.906,13.7925
353.907,13.7782
354.907,13.7648
355.906,13.7511
356.906,13.7375
357.906,13.7243
358.906,13.7103
359.907,13.697
360.907,13.6841
361.907,13.6697
362.907,13.6571
363.906,13.6447
364.906,13.6312
365.907,13.6173
366.906,13.6044
367.906,13.5903
368.907,13.5781
369.907,13.5656
370.906,13.5514
371.906,13.538
372.906,13.5246
373.907,13.5114
374.907,13.4982
375.907,13.4866
376.906,13.4736
377.906,13.4602
378.906,13.4466
379.906,13.4327
380.906,13.4204
381.906,13.4068
382.907,13.3937
383.907,13.3805
384.907,13.3679
385.907,13.3552
386.906,13.3428
387.906,13.3289
388.907,13.3169
389.907,13.3038
390.907,13.2908
391.906,13.2777
392.906,13.2656
393.906,13.2523
394.906,13.2398
395.906,13.2268
396.906,13.2137
397.906,13.2005
398.907,13.1881
399.906,13.1744
400.906,13.1611
401.906,13.149
402.906,13.1353
403.906,13.1225
404.906,13.1087
405.906,13.0953
406.907,13.084
407.907,13.0707
408.907,13.0579
409.907,13.0442
410.907,13.0314
411.907,13.0173
412.907,13.0041
413.907,12.9909
414.907,12.9778
415.906,12.9656
416.907,12.9536
417.907,12.9415
418.907,12.9281
419.907,12.9164
420.906,12.9036
421.906,12.8906
422.906,12.8793
423.906,12.8673
424.906,12.8555
425.906,12.8441
426.906,12.8321
427.906,12.821
428.907,12.8095
429.907,12.7977
430.907,12.787
431.906,12.778
432.906,12.7656
433.906,12.7542
434.907,12.7424
435.907,12.7306
436.906,12.7186
437.906,12.7066
438.906,12.6937
439.906,12.6822
440.907,12.6691
441.907,12.6572
442.907,12.6444
443.907,12.6318
444.907,12.62
445.907,12.6079
446.907,12.5949
447.907,12.5816
448.907,12.5674
449.907,12.5537
450.906,12.5388
451.906,12.5265
452.906,12.5136
453.906,12.502
454.906,12.4888
455.906,12.4775
456.906,12.465
457.906,12.4522
458.906,12.44
459.906,12.4293
460.906,12.4181
461.906,12.4063
462.906,12.3952
463.906,12.3851
464.906,12.3748
465.906,12.3629
466.906,12.3522
467.906,12.3403
468.906,12.328
469.906,12.3169
470.906,12.3038
471.906,12.2919
472.906,12.2797
473.906,12.2686
474.906,12.2549
475.906,12.2433
476.906,12.2296
477.906,12.2173
478.906,12.2048
479.906,12.192
480.906,12.1794
481.907,12.1668
482.907,12.1541
483.907,12.1419
484.907,12.1297
485.907,12.1167
486.907,12.1052
487.906,12.0928
488.906,12.0802
489.907,12.0685
490.907,12.0587
491.907,12.0472
492.907,12.0352
493.907,12.0243
494.907,12.0127
495.907,12.0021
496.906,11.9907
497.907,11.9792
498.907,11.9674
499.907,11.9575
500.906,11.9466
501.907,11.935
502.907,11.9239
503.907,11.9146
504.907,11.9037
505.907,11.8919
506.906,11.8836
507.906,11.8724
508.906,11.8605
509.906,11.8496
510.907,11.8385
511.907,11.8278
512.906,11.8186
513.906,11.8078
514.906,11.7969
515.906,11.7859
516.906,11.7755
517.907,11.7651
518.907,11.754
519.907,11.7435
520.907,11.7339
521.906,11.723
522.906,11.7128
523.906,11.7014
524.906,11.6901
525.906,11.6798
526.907,11.6688
527.907,11.6568
528.907,11.6459
529.906,11.6351
530.906,11.6236
531.906,11.613
532.906,11.6021
533.906,11.5917
534.907,11.5805
535.907,11.5689
536.907,11.5588
537.906,11.5479
538.906,11.5364
539.906,11.5264
540.906,11.5156
541.907,11.5054
542.907,11.4943
543.906,11.4828
544.906,11.4722
545.906,11.4616
546.906,11.4507
547.906,11.4399
548.906,11.4292
549.906,11.418
550.906,11.4073
551.907,11.3971
552.907,11.3855
553.906,11.375
554.906,11.3634
555.906,11.3528
556.907,11.3416
557.907,11.3306
558.907,11.3195
559.907,11.3082
560.906,11.2968
561.906,11.2867
562.906,11.2765
563.906,11.2653
564.907,11.2558
565.907,11.2449
566.907,11.234
567.907,11.2242
568.906,11.2134
569.906,11.202
570.906,11.1923
571.906,11.1811
572.906,11.1703
573.906,11.1597
574.906,11.1491
575.906,11.1389
576.907,11.1278
577.907,11.1162
578.906,11.1054
579.906,11.096
580.906,11.0859
581.906,11.0757
582.906,11.065
583.906,11.0542
584.906,11.0441
585.906,11.0345
586.906,11.0237
587.906,11.0134
588.906,11.0036
589.906,10.9937
590.906,10.9835
591.907,10.9726
592.906,10.9613
593.906,10.951
594.906,10.9408
595.907,10.9301
596.906,10.9206
597.906,10.9092
598.907,10.8989
599.907,10.8894
600.906,10.8797
601.907,10.8691
602.907,10.8581
603.906,10.8472
604.906,10.8374
605.906,10.8272
606.907,10.8164
607.907,10.806
608.906,10.7954
609.906,10.7866
610.906,10.7753
611.907,10.7647
612.906,10.7553
613.906,10.7451
614.907,10.7346
615.906,10.7253
616.906,10.715
617.907,10.7044
618.907,10.6923
619.906,10.6829
620.906,10.6735
621.907,10.6624
622.906,10.6524
623.906,10.642
624.906,10.6322
625.907,10.6206
626.906,10.6121
627.906,10.5998
628.906,10.5891
629.905,10.5812
630.905,10.57
631.906,10.5594
632.905,10.55
633.906,10.5401
634.906,10.5307
635.906,10.5206
636.905,10.51
637.906,10.5007
638.905,10.4906
639.905,10.4814
640.906,10.4705
641.906,10.4612
642.905,10.451
643.905,10.4413
644.905,10.431
645.906,10.4206
646.906,10.411
647.905,10.4003
648.906,10.3904
649.905,10.3809
650.905,10.3709
651.906,10.3609
652.906,10.3519
653.905,10.3406
654.905,10.3331
655.906,10.3213
656.906,10.3136
657.906,10.3024
658.905,10.2942
659.905,10.2827
660.906,10.2738
661.905,10.2642
662.905,10.2545
663.906,10.2449
664.905,10.2352
665.905,10.2248
666.906,10.2153
667.906,10.2057
668.905,10.1954
669.905,10.1857
670.906,10.1761
671.906,10.1654
672.905,10.1566
673.906,10.1461
674.906,10.1358
675.905,10.1264
676.906,10.1159
677.906,10.106
678.905,10.0965
679.905,10.0856
680.906,10.074
681.906,10.0637
682.905,10.0546
683.906,10.0433
684.906,10.0332
685.905,10.0242
686.906,10.0129
687.905,10.0039
688.906,9.9936
689.907,9.983
690.906,9.9742
691.906,9.964
692.907,9.9545
693.906,9.9446
694.906,9.9354
695.907,9.9258
696.906,9.9154
697.906,9.9062
698.907,9.8967
699.907,9.8872
700.906,9.8785
701.907,9.8686
702.906,9.8597
703.906,9.8503
704.906,9.8411
705.906,9.831
706.907,9.8222
707.906,9.8128
708.906,9.8035
709.907,9.7946
710.906,9.784
711.906,9.7755
712.907,9.7657
713.906,9.758
714.907,9.7454
715.906,9.7218
716.906,9.7251
717.907,9.7185
718.907,9.7083
719.906,9.7007
