t (s),V (mV)
229.197,17.0638
230.197,17.0545
231.197,17.0445
232.197,17.0352
233.197,17.0259
234.197,17.0169
235.197,17.0059
236.197,16.9962
237.197,16.9863
238.197,16.9752
239.197,16.9653
240.197,16.9559
241.197,16.9484
242.197,16.937
243.197,16.9269
244.197,16.9172
245.197,16.9072
246.197,16.8969
247.197,16.8841
248.197,16.8722
249.197,16.866
250.197,16.8551
251.197,16.8447
252.197,16.8347
253.197,16.8243
254.197,16.8134
255.197,16.8043
256.197,16.793
257.197,16.7834
258.197,16.7729
259.197,16.7622
260.197,16.7538
261.197,16.7441
262.197,16.7351
263.197,16.7255
264.197,16.7156
265.197,16.7066
266.197,16.6967
267.197,16.6869
268.197,16.6757
269.197,16.667
270.197,16.6575
271.197,16.6483
272.197,16.6377
273.197,16.6283
274.197,16.6179
275.197,16.6085
276.197,16.5994
277.197,16.5895
278.197,16.5799
279.197,16.5709
280.197,16.5627
281.197,16.552
282.197,16.5433
283.197,16.5327
284.197,16.5255
285.197,16.5181
286.197,16.5095
287.197,16.5068
288.197,16.4984
289.197,16.4869
290.197,16.476
291.197,16.467
292.197,16.4578
293.197,16.4485
294.197,16.4387
295.197,16.4297
296.197,16.4204
297.197,16.4103
298.197,16.4005
299.197,16.3916
300.197,16.382
301.197,16.3718
302.197,16.3625
303.197,16.3531
304.197,16.3435
305.197,16.3335
306.197,16.3246
307.197,16.3154
308.197,16.3049
309.197,16.2949
310.197,16.2842
311.197,16.2743
312.197,16.2639
313.197,16.2522
314.197,16.2419
315.197,16.2321
316.197,16.2215
317.197,16.2112
318.197,16.201
319.197,16.1909
320.197,16.1831
321.197,16.1737
322.197,16.1643
323.197,16.1549
324.197,16.1458
325.197,16.1357
326.197,16.1274
327.197,16.119
328.197,16.1107
329.197,16.1027
330.197,16.0943
331.197,16.0862
332.197,16.0781
333.197,16.0697
334.197,16.0612
335.197,16.0526
336.197,16.0437
337.197,16.0346
338.197,16.0251
339.197,16.0162
340.197,16.0073
341.197,15.9972
342.197,15.989
343.197,15.9785
344.197,15.9685
345.197,15.9599
346.197,15.9504
347.197,15.9413
348.197,15.9326
349.197,15.9233
350.197,15.9139
351.197,15.9054
352.197,15.8954
353.197,15.8854
354.197,15.8759
355.197,15.8653
356.197,15.8562
357.197,15.8461
358.197,15.8367
359.197,15.8273
360.197,15.8181
361.197,15.8088
362.197,15.7995
363.197,15.7903
364.197,15.7807
365.197,15.7721
366.197,15.7621
367.197,15.7538
368.197,15.7443
369.197,15.735
370.197,15.726
371.197,15.7163
372.197,15.7078
373.197,15.6989
374.197,15.6895
375.197,15.6788
376.197,15.67
377.197,15.6607
378.197,15.651
379.197,15.6414
380.197,15.6325
381.197,15.6224
382.197,15.6126
383.197,15.6059
384.197,15.5956
385.197,15.5877
386.197,15.5784
387.197,15.5707
388.197,15.562
389.197,15.5529
390.197,15.5441
391.197,15.5379
392.197,15.529
393.197,15.5192
394.197,15.5102
395.197,15.5011
396.197,15.4923
397.197,15.4835
398.197,15.4751
399.197,15.4658
400.197,15.4576
401.197,15.4492
402.197,15.4404
403.197,15.4316
404.197,15.4234
405.197,15.4149
406.197,15.4064
407.197,15.3978
408.197,15.3892
409.197,15.3808
410.197,15.3717
411.197,15.3629
412.197,15.3558
413.197,15.3486
414.197,15.34
415.199,15.3275
416.198,15.3227
417.197,15.3156
418.197,15.3076
419.197,15.2994
420.197,15.2906
421.197,15.2815
422.197,15.2735
423.197,15.2642
424.197,15.2564
425.197,15.2461
426.197,15.2384
427.197,15.2302
428.197,15.2203
429.197,15.2123
430.197,15.2041
431.197,15.1944
432.197,15.1867
433.197,15.1777
434.197,15.1691
435.197,15.1599
436.197,15.15
437.197,15.142
438.197,15.1324
439.198,15.1238
440.197,15.1151
441.197,15.107
442.197,15.0986
443.197,15.0893
444.197,15.0816
445.197,15.0736
446.197,15.0642
447.197,15.0558
448.197,15.046
449.197,15.0381
450.197,15.0287
451.197,15.0198
452.197,15.0106
453.197,15.0008
454.197,14.9918
455.197,14.9821
456.197,14.9716
457.197,14.9622
458.197,14.9524
459.197,14.9441
460.197,14.9346
461.197,14.925
462.197,14.9154
463.197,14.907
464.197,14.8967
465.197,14.888
466.197,14.8788
467.197,14.8699
468.197,14.8611
469.197,14.852
470.197,14.8431
471.197,14.8346
472.197,14.8253
473.197,14.8172
474.197,14.8083
475.197,14.7996
476.197,14.7909
477.197,14.7821
478.197,14.7737
479.197,14.7654
480.197,14.7564
481.197,14.7475
482.197,14.7398
483.197,14.7312
484.197,14.7219
485.197,14.713
486.197,14.704
487.197,14.6951
488.197,14.6874
489.197,14.6783
490.197,14.6704
491.197,14.6602
492.197,14.6516
493.197,14.6444
494.197,14.6311
495.197,14.6274
496.197,14.6195
497.197,14.6108
498.197,14.603
499.197,14.595
500.197,14.5868
501.197,14.579
502.197,14.5707
503.197,14.5624
504.197,14.5541
505.197,14.5458
506.197,14.5372
507.197,14.5277
508.197,14.5208
509.197,14.5119
510.197,14.5037
511.197,14.4961
512.197,14.4872
513.197,14.4786
514.197,14.471
515.197,14.462
516.197,14.4538
517.197,14.4455
518.197,14.4367
519.197,14.4284
520.197,14.4205
521.197,14.4117
522.197,14.4035
523.197,14.3966
524.197,14.3877
525.197,14.3799
526.197,14.3711
527.197,14.364
528.198,14.3568
529.197,14.3485
530.197,14.341
531.197,14.3332
532.197,14.3253
533.197,14.3176
534.197,14.3103
535.197,14.303
536.197,14.2953
537.197,14.2873
538.197,14.2801
539.197,14.2721
540.197,14.2644
541.197,14.2576
542.197,14.2494
543.197,14.2418
544.197,14.2334
545.197,14.2266
546.197,14.2183
547.197,14.2099
548.197,14.2023
549.197,14.1936
550.197,14.1856
551.197,14.1779
552.197,14.17
553.197,14.1619
554.197,14.1539
555.198,14.1462
556.197,14.1382
557.197,14.1303
558.197,14.1227
559.197,14.1156
560.197,14.1065
561.197,14.098
562.197,14.0908
563.197,14.0823
564.197,14.0742
565.197,14.0661
566.197,14.0579
567.197,14.0508
568.197,14.0423
569.197,14.0338
570.197,14.0248
571.197,14.0163
572.197,14.0072
573.197,13.9992
574.197,13.9907
575.197,13.9809
576.197,13.9719
577.197,13.9637
578.197,13.9554
579.197,13.9471
580.197,13.939
581.197,13.9311
582.197,13.9229
583.197,13.9153
584.197,13.9068
585.197,13.899
586.197,13.8916
587.197,13.8831
588.197,13.8752
589.197,13.8668
590.197,13.8592
591.197,13.8513
592.197,13.844
593.197,13.8365
594.197,13.8288
595.197,13.8219
596.197,13.8134
597.197,13.8055
598.197,13.7985
599.197,13.7906
600.197,13.7834
601.197,13.7769
602.197,13.7706
603.197,13.7631
604.197,13.7561
605.197,13.7481
606.197,13.7406
607.197,13.7336
608.197,13.7268
609.197,13.7191
610.197,13.7117
611.197,13.7049
612.197,13.6978
613.197,13.6897
614.197,13.6826
615.197,13.6756
616.197,13.6675
617.197,13.6603
618.197,13.6527
619.197,13.6446
620.197,13.6381
621.197,13.6311
622.197,13.6219
623.197,13.6146
624.197,13.6068
625.197,13.5997
626.197,13.5914
627.197,13.5845
628.197,13.5763
629.198,13.5687
630.197,13.5608
631.197,13.5529
632.197,13.5457
633.197,13.5381
634.197,13.5298
635.197,13.5219
636.197,13.5144
637.197,13.5066
638.197,13.4986
639.197,13.4909
640.197,13.483
641.197,13.4756
642.197,13.4668
643.197,13.4591
644.197,13.4506
645.197,13.4434
646.197,13.4352
647.197,13.4276
648.197,13.4199
649.197,13.4127
650.197,13.4061
651.197,13.3984
652.197,13.3905
653.197,13.3831
654.197,13.3764
655.197,13.3677
656.197,13.3604
657.197,13.353
658.197,13.3459
659.197,13.3382
660.197,13.3306
661.197,13.3231
662.197,13.3148
663.197,13.3075
664.197,13.2997
665.197,13.2921
666.197,13.2839
667.197,13.2764
668.197,13.2692
669.197,13.262
670.197,13.255
671.197,13.2483
672.197,13.2408
673.197,13.2348
674.197,13.2265
675.197,13.2193
676.197,13.2121
677.197,13.2036
678.197,13.1967
679.197,13.1888
680.197,13.1813
681.197,13.1732
682.197,13.1648
683.197,13.1575
684.197,13.1493
685.197,13.1409
686.197,13.1344
687.197,13.1259
688.197,13.1197
689.197,13.1117
690.197,13.1038
691.197,13.0966
692.197,13.0881
693.197,13.0807
694.197,13.0737
695.197,13.066
696.197,13.058
697.197,13.0496
698.197,13.0437
699.197,13.0347
700.197,13.027
701.197,13.0197
702.197,13.0128
703.197,13.0056
704.197,12.9987
705.197,12.9905
706.197,12.9844
707.197,12.9772
708.197,12.9695
709.197,12.9618
710.197,12.955
711.197,12.9481
712.197,12.9407
713.197,12.9338
714.197,12.9278
715.197,12.922
716.197,12.9145
717.197,12.9077
718.197,12.902
719.197,12.8949
720.197,12.888
721.197,12.8812
722.197,12.8741
723.197,12.867
724.197,12.8604
725.197,12.8537
726.197,12.8462
727.197,12.8402
728.197,12.8342
729.197,12.8266
730.197,12.8191
731.197,12.8122
732.197,12.8057
733.197,12.7989
734.197,12.7919
735.197,12.784
736.197,12.7769
737.197,12.7704
738.197,12.7632
739.197,12.7565
740.197,12.75
741.197,12.7428
742.197,12.736
743.197,12.7296
744.197,12.7223
745.197,12.7149
746.197,12.7087
747.197,12.7003
748.197,12.6929
749.197,12.6866
750.197,12.6792
751.197,12.6732
752.197,12.6664
753.197,12.6598
754.197,12.6529
755.197,12.6463
756.197,12.6396
757.197,12.6331
758.197,12.626
759.197,12.6199
760.197,12.6127
761.197,12.6054
762.197,12.599
763.197,12.5928
764.197,12.5852
765.197,12.5787
766.197,12.5715
767.197,12.5644
768.197,12.5578
769.197,12.5507
770.197,12.5435
771.197,12.5371
772.197,12.5297
773.197,12.5221
774.197,12.5157
775.197,12.5091
776.197,12.5018
777.197,12.4945
778.197,12.4864
779.197,12.4798
780.197,12.473
781.197,12.4663
782.197,12.4591
783.197,12.4526
784.197,12.4452
785.197,12.4382
786.197,12.4313
787.197,12.4243
788.197,12.4162
789.197,12.409
790.197,12.402
791.197,12.3943
792.197,12.3872
793.197,12.3799
794.197,12.3722
795.197,12.365
796.197,12.3585
797.197,12.3506
798.197,12.3436
799.197,12.336
800.197,12.3302
801.197,12.3232
802.197,12.3156
803.197,12.3095
804.197,12.3018
805.197,12.2943
806.197,12.2877
807.197,12.2814
808.197,12.2739
809.197,12.2664
810.197,12.2599
811.197,12.2536
812.197,12.2457
813.197,12.2393
814.197,12.2321
815.197,12.2261
816.197,12.2189
817.197,12.2104
818.197,12.204
819.197,12.1972
820.197,12.1897
821.197,12.1832
822.197,12.177
823.197,12.1703
824.197,12.1641
825.197,12.1564
826.197,12.1496
827.197,12.1429
828.197,12.1349
829.197,12.128
830.197,12.1215
831.197,12.1134
832.197,12.1066
833.197,12.0986
834.197,12.0916
835.197,12.0841
836.197,12.0761
837.197,12.0693
838.197,12.0616
839.197,12.053
840.197,12.046
841.197,12.0371
842.197,12.0304
843.197,12.0232
844.197,12.0155
845.197,12.0086
846.197,12.0016
847.197,11.9944
848.197,11.9872
849.197,11.9811
850.197,11.9736
851.197,11.9674
852.197,11.9612
853.197,11.954
854.197,11.9476
855.197,11.9415
856.197,11.9336
857.197,11.9272
858.197,11.9201
859.197,11.9143
860.197,11.9064
861.197,11.9013
862.197,11.8956
863.197,11.8889
864.197,11.8828
865.197,11.8776
866.197,11.8713
867.197,11.8652
868.197,11.8583
869.197,11.8527
870.197,11.8453
871.197,11.8387
872.197,11.8325
873.197,11.8252
874.197,11.8183
875.197,11.8122
876.197,11.8044
877.197,11.7983
878.197,11.7921
879.197,11.7852
880.197,11.7779
881.197,11.7714
882.197,11.7631
883.197,11.7559
884.197,11.7485
885.197,11.7422
886.197,11.7352
887.197,11.7274
888.197,11.7198
889.197,11.7121
890.197,11.7058
891.197,11.6982
892.197,11.6921
893.197,11.6847
894.197,11.6777
895.197,11.671
896.197,11.6646
897.197,11.658
898.197,11.6512
899.197,11.6444
900.197,11.6388
901.197,11.6322
902.197,11.626
903.197,11.6191
904.197,11.6134
905.197,11.6076
906.197,11.6015
907.197,11.5965
908.197,11.5913
909.197,11.5843
910.197,11.5793
911.197,11.5738
912.197,11.5668
913.197,11.5612
914.197,11.5546
915.197,11.5493
916.197,11.5419
917.197,11.5356
918.197,11.5295
919.197,11.5232
920.197,11.5165
921.197,11.5091
922.197,11.5036
923.197,11.4959
924.197,11.4906
925.197,11.4833
926.197,11.4771
927.197,11.4695
928.197,11.463
929.197,11.4558
930.197,11.4483
931.197,11.4417
932.197,11.435
933.197,11.4277
934.197,11.4205
935.197,11.4139
936.197,11.4077
937.197,11.4007
938.197,11.3947
939.197,11.3882
940.197,11.3815
941.197,11.3766
942.197,11.3689
943.197,11.3625
944.197,11.3553
945.197,11.3502
946.197,11.3439
947.197,11.3384
948.197,11.3317
949.197,11.325
950.197,11.3198
951.197,11.3139
952.197,11.3078
953.197,11.3025
954.197,11.2948
955.197,11.2897
956.197,11.2837
957.197,11.2785
958.197,11.2722
959.197,11.2665
960.197,11.2601
961.197,11.2535
962.197,11.249
963.197,11.2425
964.199,11.2423
965.197,11.2322
966.197,11.2267
967.197,11.2217
968.197,11.2151
969.197,11.2106
970.197,11.2041
971.197,11.1998
972.197,11.1931
973.197,11.1867
974.197,11.1828
975.198,11.176
976.198,11.1699
977.198,11.164
978.197,11.158
979.197,11.1523
980.197,11.144
981.197,11.1375
982.197,11.1299
983.197,11.1246
984.197,11.1184
985.197,11.1117
986.197,11.1055
987.197,11.0985
988.197,11.0916
989.197,11.0868
990.197,11.0786
991.197,11.0715
992.197,11.0646
993.197,11.0578
994.197,11.0467
995.197,11.0403
996.197,11.037
997.197,11.0307
998.197,11.0253
999.197,11.0167
1000.2,11.0108
1001.2,11.0024
1002.2,10.9945
1003.2,10.9888
1004.2,10.9825
1005.2,10.9756
1006.2,10.9681
1007.2,10.9615
1008.2,10.9544
1009.2,10.9485
1010.2,10.9418
1011.2,10.9349
1012.2,10.9276
1013.2,10.9216
1014.2,10.9151
1015.2,10.9083
1016.2,10.9012
1017.2,10.8953
1018.2,10.8871
1019.2,10.8801
1020.2,10.873
1021.2,10.8677
1022.2,10.8617
1023.2,10.8555
1024.2,10.8494
1025.2,10.843
1026.2,10.835
1027.2,10.8294
1028.2,10.8236
1029.2,10.8167
1030.2,10.8114
1031.2,10.8046
1032.2,10.7998
1033.2,10.7928
1034.2,10.7864
1035.2,10.7804
1036.2,10.7751
1037.2,10.7696
1038.2,10.7634
1039.2,10.7568
1040.2,10.7508
1041.2,10.745
1042.2,10.7391
1043.2,10.7327
1044.2,10.7266
1045.2,10.7194
1046.2,10.7128
1047.2,10.7071
1048.2,10.7018
1049.2,10.6946
1050.2,10.6872
1051.2,10.681
1052.2,10.6746
1053.2,10.6684
1054.2,10.6619
1055.2,10.6569
1056.2,10.6496
1057.2,10.6427
1058.2,10.6364
1059.2,10.6295
1060.2,10.6221
1061.2,10.6169
1062.2,10.6114
1063.2,10.6076
1064.2,10.6006
1065.2,10.5933
1066.2,10.5871
1067.2,10.5847
1068.2,10.5721
1069.2,10.5682
1070.2,10.5507
1071.2,10.5521
1072.2,10.5582
1073.2,10.5547
1074.2,10.5439
1075.2,10.535
